Container: container_1649687236961_0265_01_000006 on dbg12:42025
LogAggregationType: LOCAL
================================================================
LogType:syslog_attempt_1649687236961_0265_1_05_000003_0
LogLastModifiedTime:Sat Apr 23 13:32:47 +0800 2022
LogLength:176115
LogContents:
2022-04-23 13:32:32,760 [INFO] [main] |metrics.TaskCounterUpdater|: Using ResourceCalculatorProcessTree : org.apache.tez.util.TezMxBeanResourceCalculator
2022-04-23 05:32:40,467 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Trying to spill hash partition 11 ...
2022-04-23 05:32:40,467 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Spilling hash partition 5 (Rows: 2, Mem size: 1114416): /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-5-7426093924125558516.tmp
2022-04-23 05:32:40,467 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Memory usage before spilling: 2101120
2022-04-23 05:32:40,467 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Memory usage after spilling: 986704
2022-04-23 05:32:40,467 [INFO] [pool-13-thread-2] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-6-7756278129648358945.tmp
2022-04-23 05:32:40,467 [INFO] [pool-13-thread-2] |persistence.HybridHashTableContainer|: Trying to spill hash partition 6 ...
2022-04-23 05:32:40,468 [INFO] [pool-13-thread-1] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-4-5657169038609280126.tmp
2022-04-23 05:32:40,468 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Trying to spill hash partition 4 ...
2022-04-23 05:32:40,470 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Spilling hash partition 11 (Rows: 1, Mem size: 1114416): /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-11-850975736516411735.tmp
2022-04-23 05:32:40,470 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Memory usage before spilling: 2056880
2022-04-23 05:32:40,470 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Memory usage after spilling: 942464
2022-04-23 05:32:40,470 [INFO] [pool-13-thread-3] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-10-7368678418648333778.tmp
2022-04-23 05:32:40,470 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Trying to spill hash partition 10 ...
2022-04-23 05:32:40,470 [INFO] [pool-13-thread-2] |persistence.HybridHashTableContainer|: Spilling hash partition 6 (Rows: 1, Mem size: 1114416): /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-6-7756278129648358945.tmp
2022-04-23 05:32:40,471 [INFO] [pool-13-thread-2] |persistence.HybridHashTableContainer|: Memory usage before spilling: 3018336
2022-04-23 05:32:40,471 [INFO] [pool-13-thread-2] |persistence.HybridHashTableContainer|: Memory usage after spilling: 1903920
2022-04-23 05:32:40,471 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Spilling hash partition 4 (Rows: 1, Mem size: 1114416): /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-4-5657169038609280126.tmp
2022-04-23 05:32:40,471 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Memory usage before spilling: 2035360
2022-04-23 05:32:40,471 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Memory usage after spilling: 920944
2022-04-23 05:32:40,471 [INFO] [pool-13-thread-1] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/key-value-container7152242105089644634
2022-04-23 05:32:40,471 [INFO] [pool-13-thread-1] |persistence.KeyValueContainer|: KeyValueContainer created temp file /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/key-value-container7152242105089644634/KeyValueContainer1237438248667507778.tmp
2022-04-23 05:32:40,472 [INFO] [pool-13-thread-2] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/key-value-container8700635193685023468
2022-04-23 05:32:40,472 [INFO] [pool-13-thread-2] |persistence.KeyValueContainer|: KeyValueContainer created temp file /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/key-value-container8700635193685023468/KeyValueContainer7820679083771416389.tmp
2022-04-23 05:32:40,472 [INFO] [pool-13-thread-1] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-7-6826095062178121756.tmp
2022-04-23 05:32:40,472 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Trying to spill hash partition 7 ...
2022-04-23 05:32:40,473 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Spilling hash partition 10 (Rows: 2, Mem size: 1114416): /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-10-7368678418648333778.tmp
2022-04-23 05:32:40,473 [INFO] [pool-13-thread-2] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-5-6596695886054578880.tmp
2022-04-23 05:32:40,473 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Memory usage before spilling: 3039776
2022-04-23 05:32:40,473 [INFO] [pool-13-thread-2] |persistence.HybridHashTableContainer|: Trying to spill hash partition 5 ...
2022-04-23 05:32:40,473 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Memory usage after spilling: 1925360
2022-04-23 05:32:40,473 [INFO] [pool-13-thread-3] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-1-6882873172145317708.tmp
2022-04-23 05:32:40,473 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Trying to spill hash partition 1 ...
2022-04-23 05:32:40,474 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Spilling hash partition 7 (Rows: 1, Mem size: 1114416): /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-7-6826095062178121756.tmp
2022-04-23 05:32:40,474 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Memory usage before spilling: 3018256
2022-04-23 05:32:40,474 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Memory usage after spilling: 1903840
2022-04-23 05:32:40,475 [INFO] [pool-13-thread-1] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/key-value-container2030425790932169425
2022-04-23 05:32:40,475 [INFO] [pool-13-thread-1] |persistence.KeyValueContainer|: KeyValueContainer created temp file /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/key-value-container2030425790932169425/KeyValueContainer7999999838138901488.tmp
2022-04-23 05:32:40,475 [INFO] [pool-13-thread-1] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-2-6631170496603120186.tmp
2022-04-23 05:32:40,475 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Trying to spill hash partition 2 ...
2022-04-23 05:32:40,475 [INFO] [pool-13-thread-2] |persistence.HybridHashTableContainer|: Spilling hash partition 5 (Rows: 1, Mem size: 1114416): /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-5-6596695886054578880.tmp
2022-04-23 05:32:40,475 [INFO] [pool-13-thread-2] |persistence.HybridHashTableContainer|: Memory usage before spilling: 4001232
2022-04-23 05:32:40,475 [INFO] [pool-13-thread-2] |persistence.HybridHashTableContainer|: Memory usage after spilling: 2886816
2022-04-23 05:32:40,475 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Spilling hash partition 1 (Rows: 1, Mem size: 1114416): /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-1-6882873172145317708.tmp
2022-04-23 05:32:40,475 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Memory usage before spilling: 4022672
2022-04-23 05:32:40,475 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Memory usage after spilling: 2908256
2022-04-23 05:32:40,475 [INFO] [pool-13-thread-3] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-0-618788128877714506.tmp
2022-04-23 05:32:40,476 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Trying to spill hash partition 0 ...
2022-04-23 05:32:40,476 [INFO] [pool-13-thread-2] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/key-value-container3155398236006734619
2022-04-23 05:32:40,476 [INFO] [pool-13-thread-2] |persistence.KeyValueContainer|: KeyValueContainer created temp file /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/key-value-container3155398236006734619/KeyValueContainer7124664780449560165.tmp
2022-04-23 05:32:40,476 [INFO] [pool-13-thread-2] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-3-7764379654855489688.tmp
2022-04-23 05:32:40,476 [INFO] [pool-13-thread-2] |persistence.HybridHashTableContainer|: Trying to spill hash partition 3 ...
2022-04-23 05:32:40,476 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Spilling hash partition 2 (Rows: 1, Mem size: 1114416): /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-2-6631170496603120186.tmp
2022-04-23 05:32:40,476 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Memory usage before spilling: 4001152
2022-04-23 05:32:40,476 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Memory usage after spilling: 2886736
2022-04-23 05:32:40,477 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Spilling hash partition 0 (Rows: 2, Mem size: 1114416): /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-0-618788128877714506.tmp
2022-04-23 05:32:40,477 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Memory usage before spilling: 3956912
2022-04-23 05:32:40,477 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Memory usage after spilling: 2842496
2022-04-23 05:32:40,477 [INFO] [pool-13-thread-1] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-1-6810561556254733120.tmp
2022-04-23 05:32:40,477 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Trying to spill hash partition 1 ...
2022-04-23 05:32:40,477 [INFO] [pool-13-thread-3] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/key-value-container5520951168684130584
2022-04-23 05:32:40,477 [INFO] [pool-13-thread-3] |persistence.KeyValueContainer|: KeyValueContainer created temp file /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/key-value-container5520951168684130584/KeyValueContainer7367045794397534708.tmp
2022-04-23 05:32:40,477 [INFO] [pool-13-thread-2] |persistence.HybridHashTableContainer|: Spilling hash partition 3 (Rows: 1, Mem size: 1114416): /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-3-7764379654855489688.tmp
2022-04-23 05:32:40,477 [INFO] [pool-13-thread-2] |persistence.HybridHashTableContainer|: Memory usage before spilling: 3935472
2022-04-23 05:32:40,477 [INFO] [pool-13-thread-2] |persistence.HybridHashTableContainer|: Memory usage after spilling: 2821056
2022-04-23 05:32:40,477 [INFO] [pool-13-thread-3] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-5-2793274803667064187.tmp
2022-04-23 05:32:40,477 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Trying to spill hash partition 5 ...
2022-04-23 05:32:40,478 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Spilling hash partition 1 (Rows: 1, Mem size: 1114416): /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-1-6810561556254733120.tmp
2022-04-23 05:32:40,478 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Memory usage before spilling: 3935392
2022-04-23 05:32:40,478 [INFO] [pool-13-thread-1] |persistence.HybridHashTableContainer|: Memory usage after spilling: 2820976
2022-04-23 05:32:40,478 [INFO] [pool-13-thread-2] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/key-value-container653016618903281520
2022-04-23 05:32:40,478 [INFO] [pool-13-thread-2] |persistence.KeyValueContainer|: KeyValueContainer created temp file /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/key-value-container653016618903281520/KeyValueContainer561069124374358701.tmp
2022-04-23 05:32:40,478 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Spilling hash partition 5 (Rows: 2, Mem size: 1114416): /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-5-2793274803667064187.tmp
2022-04-23 05:32:40,478 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Memory usage before spilling: 4939808
2022-04-23 05:32:40,478 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Memory usage after spilling: 3825392
2022-04-23 05:32:40,478 [INFO] [pool-13-thread-2] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-9-6006238454505007642.tmp
2022-04-23 05:32:40,478 [INFO] [pool-13-thread-2] |persistence.HybridHashTableContainer|: Trying to spill hash partition 9 ...
2022-04-23 05:32:40,479 [INFO] [pool-13-thread-3] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/partition-2-7267174529103136595.tmp
2022-04-23 05:32:40,479 [INFO] [pool-13-thread-3] |persistence.HybridHashTableContainer|: Trying to spill hash partition 2 ...
2022-04-23 05:32:40,479 [INFO] [pool-13-thread-1] |common.FileUtils|: Local directories not specified; created a tmp file: /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/key-value-container3012113410092235007
2022-04-23 05:32:40,479 [INFO] [pool-13-thread-1] |persistence.KeyValueContainer|: KeyValueContainer created temp file /home/hive/hadoop-fs/tmp/nm-local-dir/usercache/hive/appcache/application_1649687236961_0265/container_1649687236961_0265_01_000017/tmp/key-value-container3012113410092235007/KeyValueContainer2212772966791965938.tmp
